"Dim.1"	"Dim.2"	"Dim.3"	"Dim.4"	"Dim.5"
"pct_attained_hs"	3.41853251067918	3.70126940342515	0.0313529183111759	0.20153631927777	0.12875630372567
"pct_some_college"	0.722346178310446	1.25840427032585	0.0134957201406966	2.36479241786474	1.46243703363625
"pct_associates"	0.000290457182318396	0.934853477520954	2.47990384579506	6.98633697183173	3.33848253589322
"pct_bachelors"	4.54394601794666	1.41886854077172	1.43444194001383	0.0256799045736048	0.412190670067953
"pct_grad_degree"	3.82520812603004	3.20529045566931	0.235661539394548	0.509919027091193	0.0212208505015988
"pct_hs_or_higher"	2.99345362620454	0.0668517854912231	1.4815145105534	0.10429755572598	3.83236947954191
"pct_college_or_higher"	4.50307469114042	2.42382868870079	0.713393095339557	0.215599914530397	0.160913254723759
"pct_enrolled_prek"	0.0431791410415331	0.0337613046360841	3.48282717627034	0.00888053094767507	0.721034212783543
"pct_enrolled_elementary_middle"	0.0282312474307188	0.240496240724424	0.746603438090145	1.64505317833325	0.355519678092202
"pct_enrolled_hs"	0.0406995093696752	2.33345347058269	0.31124203733464	0.985900201326713	5.29547270403153
"pct_fair_poor_health"	4.36933656937749	2.49384718874671	0.406946954981471	0.0316601505600102	1.28238400730132
"teen_birth_rate"	3.89549061708936	0.261935017954019	0.949457281562104	0.655570908284706	0.638187158335232
"pcp_ratio"	0.0430046232658605	0.0481957522058198	2.95517135098492	1.23483995995624	1.3988254333977
"preventable_hosp_rate"	2.19818260671196	0.0180982989060856	1.95162053616502	0.0701239097321554	0.0153251572287158
"pct_unemployed"	1.74366138828859	0.66005106523544	4.89061752164897	0.490397788045056	0.0265406428722308
"pct_children_poverty"	4.20129309108237	1.62636561302712	1.73563651951614	0.0117729873501065	0.276628080591461
"income_ratio"	1.09055695912626	3.66638091174335	0.935771349104992	3.33587088749552	0.884188911484624
"social_assoc_rate"	0.062614629399373	0.294082391717999	0.00581620637852043	12.0023696918329	0.337409208756859
"air_pollution"	0.00323883269427186	0.466567792373316	0.192149852583544	10.2957810999157	0.492887993108477
"severe_housing_problems"	0.0293278419324445	7.12758744757883	3.64705706959256	0.0639798408066114	0.0740063054395591
"pct_food_insecure"	3.18261815084577	3.81356373382964	1.26411250118452	0.0296696402341985	0.0252397702137263
"median_income_white"	5.06941222154541	0.00913669169090062	0.321697292706995	0.889331144481293	1.39145614183489
"median_income_black"	3.29241944428561	0.105183155167627	0.130603100625665	3.52195658322432	0.602448211152056
"median_income_hispanic"	2.02320485304756	0.797571492402894	0.0553099362469591	0.657759059311601	0.80924323528837
"segregation_black_white"	0.369059264168182	0.581233815537475	2.34778620345592	0.00292114796790644	10.3856108984294
"segregation_white_non"	0.0960102616246799	0.949522043166185	1.47003452446737	0.499509306926198	8.13686310569805
"pct_rural"	0.776446736158516	6.50080263127867	0.033199130130115	3.31179293445748	3.03099284168554
"pct_child_no_ins"	1.56019294084983	0.117271386123974	9.04341595447685	2.09602315767435	1.58283423118804
"pct_child_food_insecure"	5.2340867575699	0.365926848750335	0.709922032795295	0.116308704854086	0.303769604160101
"child_abuse_rate"	1.9948858100098	0.0786901715576941	7.2697493351308	0.0195058555065248	0.271102640869207
"pct_stayed"	0.49709633112149	5.42759267982967	0.29310633748576	0.98713341860729	0.51735923649373
"death_rate"	1.64473608401267	0.800423293887681	0.743890115352167	0.807933714660086	0.000611390093368123
"pct_registered"	1.71367181834348	1.69726489975607	6.12738767925239	2.03988517992159	0.000521074530592508
"pct_voted"	1.42405233326246	2.93610862611473	0.0333255934013984	3.88106167297158	0.00132363955929809
